City_ID,City,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
275,Te Anau,-45.42,167.72,41.54,84,95,0.47,NZ,1593470707
276,Ossora,59.24,163.07,58.51,68,98,9.84,RU,1593470707
277,Yonkers,40.93,-73.9,84.2,93,90,8.05,US,1593470678
278,Djibouti,11.5,42.5,96.8,34,1,1.74,DJ,1593470708
279,Ahipara,-35.17,173.17,56.53,82,67,16.78,NZ,1593470708
280,Bengkulu,-3.8,102.27,75.18,89,2,4.59,ID,1593470708
281,Polyarny,69.2,33.45,42.8,93,75,6.71,RU,1593470708
282,Muisne,0.6,-80.03,75.97,88,98,12.88,EC,1593470708
283,Örnsköldsvik,63.29,18.72,55.4,100,90,3.36,SE,1593470708
284,San Patricio,19.22,-104.7,86.0,79,40,11.41,MX,1593470708
285,Nyuksenitsa,60.41,44.24,46.13,73,95,4.07,RU,1593470709
286,Jalu,29.03,21.55,80.62,34,0,13.51,LY,1593470709
287,Nuuk,64.18,-51.72,41.0,80,20,5.82,GL,1593470709
288,Øksfjord,70.24,22.35,44.6,81,100,18.34,NO,1593470709
289,Vao,-22.67,167.48,68.05,55,0,15.99,NC,1593470709
290,Waipawa,-41.41,175.52,50.0,71,93,28.86,NZ,1593470709
291,Krasnosel'kup,65.7,82.47,60.6,58,99,16.91,RU,1593470709
292,Lebu,-37.62,-73.65,51.06,90,60,6.02,CL,1593470710
293,Key West,24.56,-81.78,89.6,62,1,6.93,US,1593470710
294,Wismar,53.9,11.47,60.01,76,20,1.01,DE,1593470710
295,Pemba,-12.97,40.52,75.2,94,20,9.17,MZ,1593470710
296,Broome,42.25,-75.83,78.8,47,75,18.34,US,1593470417
297,Alofi,-19.06,-169.92,79.07,83,67,14.47,NU,1593470710
298,Havre-St-Pierre,50.23,-63.6,62.6,82,1,10.29,CA,1593470710
299,Rodopoli,41.26,23.0,72.0,73,0,1.79,GR,1593470710
300,Mildura,-34.2,142.15,37.99,93,0,4.7,AU,1593470711
301,Simbahan,6.3,120.58,81.95,74,91,7.36,PH,1593470711
302,Songjianghe,42.19,127.48,62.89,85,100,1.68,CN,1593470711
303,Mitsamiouli,-11.38,43.28,77.94,73,23,2.75,KM,1593470711
304,Rincon,32.3,-81.24,96.8,41,40,11.41,US,1593470602
305,Luganville,-15.53,167.17,75.2,83,90,10.29,VU,1593470711
306,Labytnangi,66.66,66.42,46.0,89,100,5.37,RU,1593470711
307,Makat,47.65,53.35,73.24,59,79,7.87,KZ,1593470711
308,Berlevåg,70.86,29.09,39.97,74,77,14.88,NO,1593470711
309,Valle de Banderas,20.8,-105.23,88.0,66,75,10.29,MX,1593470712
310,Vienna,48.21,16.37,64.99,87,0,4.7,AT,1593470415
311,Porto Santo,33.07,-16.34,68.0,88,75,14.99,PT,1593470712
312,Rusape,-18.53,32.13,46.47,92,1,2.95,ZW,1593470712
313,Vidim,56.41,103.11,68.88,60,22,1.36,RU,1593470712
314,Puerto Madero,14.72,-92.42,84.2,89,75,7.2,MX,1593470712
315,Sur,22.57,59.53,85.48,69,20,12.3,OM,1593470712
316,Leningradskiy,69.38,178.42,33.3,94,99,2.13,RU,1593470712
317,Fethiye,36.62,29.12,71.6,88,0,4.09,TR,1593470713
318,Itarema,-2.92,-39.92,78.01,82,39,10.89,BR,1593470713
319,Sabha,27.04,14.43,84.52,21,0,9.66,LY,1593470713
320,Ankang,32.68,109.02,81.0,21,0,18.99,CN,1593470713
321,Narsaq,60.92,-46.05,48.2,66,12,9.17,GL,1593470713
322,Virginia Beach,36.85,-75.98,88.0,42,40,6.93,US,1593470492
323,Praia,14.92,-23.51,77.0,73,20,12.75,CV,1593470713
324,Cururupu,-1.83,-44.87,75.58,93,7,3.56,BR,1593470713
325,São João da Barra,-21.64,-41.05,68.7,75,81,9.44,BR,1593470713
326,Egvekinot,66.32,-179.17,38.57,73,84,4.56,RU,1593470714
327,Kaduy,59.2,37.15,48.33,83,61,3.58,RU,1593470714
328,Mayo,38.89,-76.51,89.01,43,1,8.05,US,1593470714
329,Port Hardy,50.7,-127.42,62.6,72,75,8.05,CA,1593470714
330,Inírida,3.87,-67.92,75.88,95,85,1.43,CO,1593470714
331,Cayenne,4.93,-52.33,77.0,94,96,8.28,GF,1593470714
332,Estevan,49.13,-102.98,77.0,73,1,16.11,CA,1593470714
333,Cabedelo,-6.98,-34.83,75.2,83,76,5.82,BR,1593470714
334,Alghero,40.56,8.32,73.4,94,0,3.36,IT,1593470715
335,Adilabad,19.67,78.53,78.71,81,64,3.56,IN,1593470715
336,Constitución,-35.33,-72.42,51.85,89,1,4.45,CL,1593470715
337,Qaqortoq,60.72,-46.03,48.2,66,4,9.17,GL,1593470676
338,Mahébourg,-20.41,57.7,68.0,94,75,8.88,MU,1593470715
339,Tuatapere,-46.13,167.68,45.41,88,99,6.89,NZ,1593470715
340,Chapais,49.78,-74.85,77.0,53,40,8.05,CA,1593470715
341,San Cristobal,7.77,-72.22,89.6,40,20,14.99,VE,1593470500
342,Sainte-Anne-des-Monts,49.12,-66.49,66.7,72,8,10.71,CA,1593470715
343,Araouane,18.9,-3.53,96.96,18,2,5.99,ML,1593470715
344,Mumbwa,-14.98,27.06,57.52,48,0,4.14,ZM,1593470716
345,Lompoc,34.64,-120.46,70.0,56,0,14.99,US,1593470716
346,Filingué,14.35,3.32,91.15,36,79,2.48,NE,1593470716
347,Severo-Yeniseyskiy,60.37,93.04,49.55,94,7,3.29,RU,1593470716
348,Nokha,27.6,73.42,93.65,41,0,15.68,IN,1593470716
349,Cap Malheureux,-19.98,57.61,69.01,82,0,5.01,MU,1593470716
350,Phalombe,-15.81,35.65,62.69,81,84,4.5,MW,1593470716
351,Poum,-20.23,164.02,70.61,64,0,18.79,NC,1593470716
352,Tura,25.52,90.22,73.65,96,41,4.81,IN,1593470717
353,Balakhta,55.38,91.6,51.96,95,78,4.21,RU,1593470717
354,Nānākuli,21.39,-158.15,84.2,62,20,12.75,US,1593470437
355,Englewood,39.65,-104.99,91.4,10,75,12.75,US,1593470614
356,High Level,58.52,-117.14,73.4,46,75,14.99,CA,1593470525
357,Coquimbo,-29.95,-71.34,55.4,93,90,8.05,CL,1593470717
358,Clyde River,70.47,-68.59,41.0,86,20,18.34,CA,1593470717
359,Honningsvåg,70.98,25.97,41.11,78,99,20.45,NO,1593470717
360,Xinyu,27.8,114.93,78.87,93,100,0.76,CN,1593470717
361,Emerald,-23.53,148.17,57.2,76,90,6.93,AU,1593470717
362,Pacific Grove,36.62,-121.92,75.0,49,1,11.41,US,1593470570
363,Fort Nelson,58.81,-122.7,75.2,38,90,4.7,CA,1593470472
364,Akşehir,38.36,31.42,66.15,45,0,4.85,TR,1593470718
365,Vero Beach,27.64,-80.4,89.6,70,1,10.29,US,1593470460
366,Aklavik,68.22,-135.01,73.4,31,40,6.93,CA,1593470718
367,Mandalgovi,45.76,106.27,61.39,65,3,13.04,MN,1593470718
368,Batagay,67.63,134.63,65.03,33,52,8.01,RU,1593470718
369,Cham,47.18,8.46,59.0,82,20,2.35,CH,1593470718
370,Seddon,-37.81,144.89,48.99,81,100,5.82,AU,1593470719
371,Alice Springs,-23.7,133.88,39.2,55,14,6.93,AU,1593470719
372,Mudanjiang,44.58,129.6,64.89,87,100,2.73,CN,1593470719
373,Geraldton,-28.77,114.6,57.2,93,90,9.17,AU,1593470719
374,Acapulco de Juárez,16.86,-99.89,89.6,62,20,6.93,MX,1593470423
375,Keelung,25.13,121.74,91.0,74,75,2.24,TW,1593470719
376,Mokhsogollokh,61.47,128.92,75.4,51,0,5.35,RU,1593470719
377,Malpe,13.35,74.72,75.2,100,75,4.7,IN,1593470719
378,North Bend,43.41,-124.22,70.0,68,1,13.87,US,1593470719
379,Zhigansk,66.77,123.37,68.58,49,93,15.73,RU,1593470719
380,Aberfoyle,-30.27,152.02,44.62,82,0,2.04,AU,1593470719
381,Koungou,-12.73,45.2,73.4,88,26,2.24,YT,1593470720
382,Yanam,16.73,82.22,81.32,89,100,2.39,IN,1593470720
383,Nanortalik,60.14,-45.24,41.47,87,55,9.53,GL,1593470720
384,Riverton,40.52,-111.94,64.0,44,40,3.71,US,1593470720
385,Guerrero Negro,27.98,-114.06,73.71,55,0,16.37,MX,1593470720
386,Isangel,-19.55,169.27,77.0,65,40,9.17,VU,1593470720
387,Opunake,-39.46,173.86,53.01,69,93,5.99,NZ,1593470720
388,Dagana,16.52,-15.51,86.0,62,0,4.7,MR,1593470721
389,Chicama,-7.84,-79.15,66.18,75,25,9.35,PE,1593470721
390,Roald,62.58,6.13,57.2,82,68,9.17,NO,1593470721
391,Ternate,0.8,127.4,79.83,77,100,2.95,ID,1593470721
392,Genhe,50.78,121.52,63.48,79,3,2.8,CN,1593470721
393,Savino,56.59,41.22,45.07,88,1,1.14,RU,1593470721
394,Deputatsky,69.3,139.9,52.5,45,100,2.15,RU,1593470721
395,Hay River,60.82,-115.8,64.4,55,40,12.75,CA,1593470526
396,Ferrol,43.48,-8.24,63.0,77,75,3.36,ES,1593470722
397,Umm Kaddadah,13.6,26.69,91.65,28,4,9.6,SD,1593470722
398,Rapid Valley,44.06,-103.15,96.8,24,1,4.7,US,1593470722
399,Port Elizabeth,-33.92,25.57,60.8,77,75,18.34,ZA,1593470722
400,Amilly,47.97,2.77,59.0,74,6,6.69,FR,1593470722
401,Umeå,63.83,20.26,59.0,93,45,8.05,SE,1593470722
402,Lorengau,-2.02,147.27,83.46,76,9,6.06,PG,1593470722
403,Behshahr,36.69,53.55,64.4,88,12,4.7,IR,1593470722
404,Bayir,37.27,28.22,68.0,82,0,3.36,TR,1593470722
405,Thinadhoo,0.53,72.93,84.54,68,71,5.35,MV,1593470723
406,La Rochelle,46.17,-1.15,60.8,72,20,8.05,FR,1593470723
407,Sokoto,13.06,5.24,76.05,81,100,28.61,NG,1593470723
408,Port Moresby,-9.44,147.18,78.8,83,75,23.04,PG,1593470723
409,Ndendé,-2.4,11.36,69.67,82,83,3.11,GA,1593470723
410,Namtsy,62.72,129.67,75.2,44,3,11.18,RU,1593470723
411,Lagoa,39.05,-27.98,67.35,96,0,10.45,PT,1593470723
412,Alta Floresta,-9.88,-56.09,73.96,53,0,3.2,BR,1593470483
413,West Bay,19.37,-81.42,89.6,75,20,13.87,KY,1593470724
414,Östersund,63.18,14.64,57.2,87,10,5.82,SE,1593470724
415,Yueyang,29.33,113.09,75.51,94,36,3.29,CN,1593470724
416,Yumen,40.28,97.2,67.64,38,98,22.59,CN,1593470724
417,Valdivia,-39.81,-73.25,46.4,100,75,2.24,CL,1593470724
418,Nouakchott,18.09,-15.98,78.8,78,0,12.75,MR,1593470593
419,Zarzal,4.39,-76.07,72.61,83,97,3.8,CO,1593470724
420,Talcahuano,-36.72,-73.12,53.6,87,75,6.93,CL,1593470725
421,Feuchtwangen,49.17,10.33,59.0,100,20,3.36,DE,1593470725
422,Yerbogachën,61.28,108.01,72.39,59,5,1.92,RU,1593470725
423,Haapiti,-17.57,-149.87,82.4,54,20,5.82,PF,1593470725
424,Palmer,42.16,-72.33,72.0,83,75,6.93,US,1593470725
425,Guayaramerín,-10.84,-65.36,75.99,68,70,1.52,BO,1593470725
426,Nabire,-3.37,135.48,77.5,87,100,3.06,ID,1593470725
427,Caldwell,43.66,-116.69,57.2,87,90,10.29,US,1593470725
428,Kolyvan',55.31,82.74,60.8,67,10,6.71,RU,1593470726
429,Piaçabuçu,-10.41,-36.43,74.55,88,14,7.9,BR,1593470726
430,Porbandar,21.64,69.61,84.07,76,100,7.94,IN,1593470726
431,Makkah al Mukarramah,21.43,39.83,89.46,22,51,4.94,SA,1593470726
432,Pandan,14.05,124.17,82.09,76,73,5.84,PH,1593470495
433,Batagay-Alyta,67.8,130.41,66.04,40,7,1.95,RU,1593470726
434,Oodweyne,9.41,45.06,75.45,56,60,16.31,SO,1593470726
435,Ségou,13.43,-6.22,92.21,34,43,7.49,ML,1593470726
436,Moindou,-21.69,165.68,64.4,82,75,6.93,NC,1593470727
437,Coahuayana Viejo,18.73,-103.68,89.6,59,40,11.41,MX,1593470727
438,Morro Bay,35.37,-120.85,78.01,71,5,7.0,US,1593470727
439,Grand-Santi,4.25,-54.38,75.0,93,49,4.23,GF,1593470727
440,Ishigaki,24.34,124.16,84.2,89,40,17.22,JP,1593470727
441,Villazón,-22.09,-65.59,46.8,36,19,21.85,BO,1593470727
442,Port Augusta,-32.5,137.77,50.0,52,0,17.22,AU,1593470727
443,Shamkhal,43.06,47.34,75.2,25,23,4.47,RU,1593470727
444,Ayagoz,47.97,80.44,51.49,46,0,2.93,KZ,1593470728
445,Navoiy,40.08,65.38,75.2,29,91,11.41,UZ,1593470728
446,Pundaguitan,6.37,126.17,81.81,72,45,3.4,PH,1593470728
447,Aras,42.56,-2.36,64.4,77,4,1.12,ES,1593470728
448,Araçatuba,-21.21,-50.43,69.3,73,89,4.83,BR,1593470728
449,Kulhudhuffushi,6.62,73.07,82.69,81,99,12.57,MV,1593470728
450,Vysokogornyy,50.12,139.15,58.95,81,61,1.48,RU,1593470728
451,Pitimbu,-7.47,-34.81,75.2,83,54,5.82,BR,1593470728
452,Kozhevnikovo,56.26,83.97,57.52,71,21,8.01,RU,1593470729
453,Gao,16.64,1.64,94.06,17,10,8.63,ML,1593470729
454,Lentekhi,42.79,42.73,63.05,72,82,0.83,GE,1593470729
455,Río Gallegos,-51.62,-69.22,19.4,92,0,4.52,AR,1593470729
456,Biak,-0.91,122.88,76.51,80,97,5.48,ID,1593470729
457,Schruns,47.07,9.95,62.01,87,42,1.32,AT,1593470729
458,Meulaboh,4.14,96.13,75.88,88,100,5.01,ID,1593470729
459,Huron,41.15,-82.55,86.0,42,1,3.36,US,1593470729
460,Port Macquarie,-31.43,152.92,50.0,92,5,5.21,AU,1593470730
461,Ljungby,56.83,13.94,55.0,87,44,4.7,SE,1593470730
462,Hoquiam,46.98,-123.89,61.0,82,90,13.87,US,1593470730
463,Ulaangom,49.98,92.07,65.95,58,99,11.74,MN,1593470730
464,Mongomo,1.63,11.31,66.78,98,67,2.68,GQ,1593470730
465,Broken Hill,-31.95,141.43,39.2,69,0,10.29,AU,1593470730
466,Kumul,42.8,93.45,67.14,45,100,13.62,CN,1593470730
467,Ambilobe,-13.2,49.05,67.44,88,6,2.82,MG,1593470730
468,Mokhotlong,-29.29,29.07,34.14,70,1,0.94,LS,1593470731
469,Hasaki,35.73,140.83,75.2,83,75,8.05,JP,1593470731
470,Brixen,46.72,11.66,55.0,90,0,1.01,IT,1593470731
471,Chimoré,-16.98,-65.13,69.85,87,29,1.14,BO,1593470731
472,Castelnaudary,43.32,1.95,68.0,77,20,5.82,FR,1593470731
473,Inhambane,-23.86,35.38,65.89,68,0,6.08,MZ,1593470731
474,Mackay,-21.15,149.2,64.99,93,90,14.99,AU,1593470731
475,Baykit,61.67,96.37,55.36,86,100,1.48,RU,1593470732
476,Nueva Guinea,11.69,-84.46,76.05,92,100,8.81,NI,1593470732
477,Dăeşti,44.97,24.13,65.97,75,4,3.6,RO,1593470732
478,Turbat,26.0,63.04,82.18,81,42,3.85,PK,1593470732
479,Tam Ky,15.57,108.48,78.8,83,75,2.24,VN,1593470732
480,Kutum,14.2,24.67,76.1,47,6,6.22,SD,1593470732
481,Ciudad Bolivar,8.12,-63.55,86.92,51,21,10.07,VE,1593470732
482,Haines Junction,60.75,-137.51,62.85,41,71,4.92,CA,1593470646
483,Caxias do Sul,-29.17,-51.18,54.0,93,100,8.01,BR,1593470595
484,Amboasary,-25.03,46.38,63.5,90,0,2.42,MG,1593470732
485,Linda,39.13,-121.55,89.6,19,1,13.87,US,1593470733
486,Ilām,26.92,87.92,64.98,90,11,2.62,NP,1593470733
487,Raudeberg,61.99,5.14,55.0,91,59,13.67,NO,1593470733
488,Balad,34.02,44.15,87.4,17,0,10.02,IQ,1593470733
489,Bajil,15.06,43.29,89.15,56,31,1.21,YE,1593470733
490,Kemin,42.78,75.69,57.09,39,41,9.08,KG,1593470733
491,Biltine,14.53,20.92,82.56,55,42,15.32,TD,1593470733
492,Emba,48.83,58.14,65.37,68,100,4.61,KZ,1593470734
493,Pitsunda,43.16,40.34,68.0,88,40,4.47,GE,1593470734
494,Weihai,37.5,122.11,68.85,81,85,12.35,CN,1593470734
495,Nhulunbuy,-12.23,136.77,69.8,100,0,11.32,AU,1593470734
496,Mbandaka,0.05,18.26,70.52,95,84,1.25,CD,1593470734
497,Coari,-4.08,-63.14,75.99,89,92,0.89,BR,1593470487
498,Porto-Novo,6.5,2.6,80.6,83,40,12.75,BJ,1593470734
499,Shache,38.42,77.24,66.61,22,3,7.27,CN,1593470734
500,Auki,-8.77,160.7,84.61,64,49,1.45,SB,1593470734
501,Gamovo,57.87,56.11,50.0,87,90,6.71,RU,1593470735
502,Niquelândia,-14.47,-48.46,69.89,46,16,6.46,BR,1593470735
503,Santiago del Estero,-27.8,-64.26,57.16,52,95,2.95,AR,1593470735
504,Korla,41.76,86.15,61.95,32,0,6.15,CN,1593470735
505,Suoyarvi,62.08,32.35,49.24,65,95,6.76,RU,1593470735
506,Wollongong,-34.43,150.88,51.01,92,0,1.01,AU,1593470735
507,Hājīganj,23.25,90.86,79.05,89,98,6.62,BD,1593470735
508,Uppsala County,60.0,17.75,59.0,77,100,3.02,SE,1593470735
509,Saint-Pierre,-21.34,55.48,68.0,68,8,8.05,RE,1593470736
510,Hadejia,12.45,10.04,82.89,61,75,8.59,NG,1593470736
511,Harrison,30.41,-89.04,87.01,70,20,10.29,US,1593470736
512,Bilma,18.69,12.92,87.35,12,0,8.12,NE,1593470736
513,Pisco,-13.7,-76.22,66.2,72,4,17.22,PE,1593470736
514,San Francisco,37.77,-122.42,75.2,41,1,17.22,US,1593470445
515,Port Keats,-14.25,129.55,68.27,32,79,8.84,AU,1593470736
516,La Romana,18.43,-68.97,82.4,88,75,9.93,DO,1593470736
517,Safaga,26.73,33.94,84.78,37,0,6.17,EG,1593470736
518,Mookane,-23.69,26.66,50.76,45,0,2.26,BW,1593470737
519,Lethem,3.38,-59.8,77.92,86,100,1.52,GY,1593470737
520,Caluquembe,-13.78,14.68,52.52,44,0,3.38,AO,1593470737
521,Langham,52.37,-106.97,66.2,68,90,12.75,CA,1593470585
522,Rawson,-43.3,-65.1,44.98,89,100,20.29,AR,1593470686
523,Bodaybo,57.85,114.19,68.16,75,56,0.36,RU,1593470737
524,Kalianget,-7.05,113.93,79.2,79,18,9.08,ID,1593470737
525,Colón,9.36,-79.9,79.0,88,95,5.01,PA,1593470737
526,Toamasina,-18.17,49.38,68.97,86,36,2.68,MG,1593470737
527,Port Hawkesbury,45.62,-61.35,64.4,93,90,8.05,CA,1593470738
528,Sai Buri,6.7,101.62,78.1,86,100,3.02,TH,1593470738
529,Altamont,42.21,-121.74,72.0,26,1,11.41,US,1593470738
530,Al Bardīyah,31.76,25.09,71.82,88,0,16.93,LY,1593470738
531,Bahir Dar,11.59,37.39,62.11,89,97,2.59,ET,1593470738
532,Ballater,57.05,-3.04,52.0,90,93,3.0,GB,1593470542
533,Burnie,-41.07,145.92,48.99,87,100,3.0,AU,1593470738
534,Trairi,-3.28,-39.27,78.26,80,66,11.21,BR,1593470738
535,Mbour,14.42,-16.96,80.6,74,40,9.17,SN,1593470739
536,Vangaindrano,-23.35,47.6,65.75,91,50,4.25,MG,1593470739
537,Shenjiamen,29.96,122.3,72.59,89,90,8.99,CN,1593470739
538,Kem',64.96,34.58,52.77,63,51,11.9,RU,1593470739
539,Baijiantan,45.63,85.18,60.73,60,100,5.41,CN,1593470739
540,Praia,14.92,-23.51,77.0,73,20,12.75,CV,1593470713
541,São José da Coroa Grande,-8.9,-35.15,75.6,81,2,6.6,BR,1593470739
542,Oriximiná,-1.77,-55.87,79.48,78,62,1.39,BR,1593470739
543,Mahabalipuram,12.63,80.17,84.2,79,40,10.29,IN,1593470739
544,Srednekolymsk,67.45,153.68,56.62,40,10,11.54,RU,1593470740
545,Olinda,-8.01,-34.86,78.8,74,20,6.93,BR,1593470483
546,Barabai,-2.58,115.38,73.31,88,57,1.3,ID,1593470740
547,Barcelos,41.54,-8.62,71.01,82,0,3.36,PT,1593470740
548,Daru,-9.08,143.21,78.24,81,96,18.25,PG,1593470740
549,Mapiripán,2.89,-72.13,77.13,84,70,2.37,CO,1593470740
550,Zamora,-4.07,-78.96,70.2,73,73,2.06,EC,1593470741
551,São Lourenço do Sul,-31.37,-51.98,55.99,93,100,3.0,BR,1593470741
552,Cepu,-7.15,111.59,72.34,87,15,3.38,ID,1593470741
